,Rooms,Status,Area,Price
1061,3,Ready to move,1750,21000000
1062,3,Ready to move,1750,21800000
1063,2,Ready to move,490,3500000
1064,4,Under Construction,1890,24800000
1065,1,Ready to move,550,5100000
1066,3,Ready to move,1550,14100000
1067,4,Ready to move,2010,20099999
1068,2,Ready to move,1200,14100000
1069,3,Ready to move,1800,24500000
1070,4,Ready to move,2200,22900000
1071,4,Ready to move,1080,9000000
1072,3,Ready to move,1750,18500000
1073,3,Ready to move,1700,16800000
1074,3,Ready to move,1700,16399999
1075,3,Ready to move,1750,17300000
1076,3,Ready to move,1750,17100000
1077,4,Ready to move,2400,26400000
1078,3,Ready to move,1750,18500000
1079,3,Ready to move,1125,20000000
1080,3,Ready to move,1125,19500000
1081,4,Ready to move,3240,50000000
1082,3,Ready to move,1260,18500000
1083,3,Ready to move,1143,16500000
1084,3,Ready to move,1700,16000000
1085,3,Ready to move,1700,18000000
1086,2,Ready to move,1200,12400000
1087,3,Under Construction,1950,50000000
1088,3,Under Construction,1950,50000000
1089,3,Under Construction,1950,50000000
1090,3,Under Construction,1950,50000000
1091,2,Ready to move,610,5800000
1092,3,Ready to move,1700,17800000
1093,2,Ready to move,400,4600000
1094,3,Ready to move,1600,14500000
1095,3,Ready to move,2000,31500000
1096,4,Ready to move,7000,180000000
1097,4,Ready to move,3500,105000000
1098,4,Ready to move,5400,135600000
1099,4,Ready to move,6000,137500000
1100,4,Ready to move,3600,97500000
1101,4,Ready to move,5400,145400000
1102,4,Ready to move,4000,141200000
1103,4,Ready to move,3600,97600000
1104,2,Ready to move,650,2600000
1105,5,Ready to move,3700,50000000
1106,3,Ready to move,1025,19500000
1107,Residential Plot,Resale,1890,32000000
1108,4,Ready to move,2400,23000000
1109,2,Ready to move,1058,11000000
1110,2,Ready to move,600,2700000
1111,3,Ready to move,1800,24200000
1112,3,Ready to move,1700,19500000
1113,3,Ready to move,1800,21000000
1114,3,Ready to move,2400,22000000
1115,3,Ready to move,2250,42500000
1116,2,Ready to move,1350,22000000
1117,4,Ready to move,2700,50000000
1118,3,Ready to move,2250,42500000
1119,3,Ready to move,2250,41500000
1120,3,Ready to move,900,5051000
1121,3,Ready to move,855,4110000
1122,4,Ready to move,1450,16700000
1123,3,Ready to move,1100,14000000
1124,3,Ready to move,800,9300000
1125,4,Ready to move,3600,45000000
1126,3,Ready to move,1100,15000000
1127,3,Ready to move,1700,16500000
1128,4,Ready to move,2400,28000000
1129,3,Ready to move,1700,19700000
1130,2,Ready to move,1200,13799999
1131,4,Ready to move,2400,21500000
1132,1,Ready to move,200,1000000
1133,2,Ready to move,1100,11000000
1134,3,Ready to move,1700,16800000
1135,4,Ready to move,2400,24200000
1136,3,Ready to move,1700,16000000
1137,4,Ready to move,2800,34500000
1138,4,Ready to move,2400,22000000
1139,3,Ready to move,1700,14500000
1140,3,Ready to move,1800,25000000
1141,3,Ready to move,1700,16800000
1142,2,Ready to move,1200,13500000
1143,3,Ready to move,1600,21500000
1144,3,Ready to move,1550,15200000
1145,3,Ready to move,1700,17000000
1146,3,Ready to move,1750,19000000
1147,3,Ready to move,1800,23500000
1148,3,Ready to move,1800,30000000
1149,3,Ready to move,1800,30000000
1150,4,Ready to move,1200,54000000
1151,2,Ready to move,1250,14000000
1152,3,Ready to move,1750,19800000
1153,4,Ready to move,2400,20600000
1154,Residential Plot,Resale,2250,80000000
1155,2,Ready to move,400,1450000
1156,1,Ready to move,350,1400000
1157,2,Ready to move,600,2100000
1158,3,Ready to move,1800,24000000
1159,3,Ready to move,1850,16900000
1160,3,Ready to move,1250,11000000
1161,3,Ready to move,900,7500000
1162,3,Ready to move,800,5500000
1163,3,Ready to move,900,7800000
1164,2,Ready to move,540,4000000
1165,3,Ready to move,800,6500000
1166,2,Ready to move,890,4200000
1167,2,Ready to move,750,4000000
1168,3,Ready to move,810,4500000
1169,3,Ready to move,900,8400000
1170,3,Ready to move,900,7500000
1171,3,Ready to move,1125,12500000
1172,3,Ready to move,1350,16500000
1173,3,Ready to move,1050,11000000
1174,3,Ready to move,900,8000000
1175,3,Ready to move,900,7600000
1176,3,Ready to move,900,7500000
1177,2,Ready to move,900,4200000
1178,2,Ready to move,520,2385000
1179,2,Ready to move,540,2325000
1180,2,Ready to move,550,2000000
1181,3,Ready to move,1750,19500000
1182,4,Ready to move,2250,24100000
1183,4,Ready to move,2925,85000000
1184,3,Ready to move,1700,16500000
1185,3,Ready to move,1750,20000000
1186,3,Ready to move,1700,16600000
1187,3,Ready to move,1750,19200000
1188,3,Ready to move,1080,7200000
1189,3,Ready to move,750,9000000
1190,3,Ready to move,1700,17000000
1191,3,Ready to move,1700,15800000
1192,3,Ready to move,1700,17300000
1193,3,Ready to move,1700,17900000
1194,3,Ready to move,1700,16800000
1195,3,Ready to move,1700,14500000
1196,4,Ready to move,2400,31000000
1197,3,Ready to move,1700,15200000
1198,3,Ready to move,1750,19500000
1199,3,Ready to move,1700,16200000
1200,3,Ready to move,1700,17800000
1201,3,Ready to move,1700,16800000
1202,3,Ready to move,900,5500000
1203,3,Ready to move,1700,16000000
1204,4,Ready to move,2400,21000000
1205,4,Ready to move,2400,23500000
1206,3,Ready to move,1800,22500000
1207,2,Ready to move,1250,14000000
1208,3,Ready to move,1700,17900000
1209,2,Ready to move,700,3649000
1210,2,Ready to move,700,3550000
1211,2,Ready to move,700,3500000
1212,2,Ready to move,700,3400000
1213,2,Ready to move,700,3300000
1214,3,Ready to move,810,4599000
1215,2,Ready to move,650,3599000
1216,2,Ready to move,650,3700000
1217,2,Ready to move,540,3599000
1218,2,Ready to move,700,3999000
1219,3,Ready to move,900,4850000
1220,2,Ready to move,630,3100000
1221,3,Ready to move,1125,5000000
1222,2,Ready to move,540,2500000
1223,3,Ready to move,900,5500000
1224,3,Ready to move,900,5200000
1225,3,Ready to move,900,4600000
1226,2,Ready to move,450,2000000
1227,2,Ready to move,720,3300000
1228,3,Ready to move,900,4860000
1229,2,Ready to move,450,2200000
1230,3,Ready to move,900,4850000
1231,3,Ready to move,1000,5800000
1232,3,Ready to move,855,4400000
1233,3,Ready to move,900,5500000
1234,3,Ready to move,1125,5850000
1235,3,Ready to move,1125,5600000
1236,3,Ready to move,1700,16500000
1237,3,Ready to move,1800,27300000
1238,3,Ready to move,1700,17800000
1239,2,Ready to move,1200,12400000
1240,2,Ready to move,1200,13500000
1241,2,Ready to move,1200,13200000
1242,3,Ready to move,1800,23800000
1243,3,Ready to move,1700,15000000
1244,3,Ready to move,1700,17500000
1245,2,Ready to move,1200,12400000
1246,3,Ready to move,1700,16800000
1247,3,Ready to move,1800,20000000
1248,3,Ready to move,1700,17900000
1249,4,Ready to move,2400,21800000
1250,3,Ready to move,1750,17600000
1251,4,Ready to move,2200,19800000
1252,3,Ready to move,1700,16500000
1253,4,Ready to move,2400,21800000
1254,3,Ready to move,1800,24500000
1255,2,Ready to move,550,2025000
1256,2,Ready to move,650,2350000
1257,2,Ready to move,520,2360000
1258,2,Ready to move,500,2200000
1259,3,Ready to move,740,3449000
1260,2,Ready to move,525,2360000
1261,2,Ready to move,540,2475000
1262,3,Ready to move,950,5000000
1263,2,Ready to move,560,2300000
1264,3,Ready to move,1700,14500000
1265,2,Ready to move,560,1975000
1266,3,Ready to move,800,3500000
1267,3,Ready to move,970,9000000
1268,3,Ready to move,1700,15000000
1269,3,Ready to move,1700,15500000
1270,3,Ready to move,1700,15000000
1271,3,Ready to move,1600,15800000
1272,3,Ready to move,905,8000000
1273,3,Ready to move,910,8000000
1274,3,Ready to move,800,6800000
1275,1,Ready to move,350,3300000
1276,2,Ready to move,650,6000000
1277,4,Ready to move,1600,20500000
1278,4,Ready to move,1450,17200000
1279,4,Ready to move,2250,36000000
1280,4,Ready to move,1200,11000000
1281,3,Ready to move,800,7200000
1282,3,Ready to move,800,7200000
1283,3,Ready to move,1450,12000000
1284,4,Ready to move,1400,21000000
1285,3,Ready to move,905,8000000
1286,3,Ready to move,910,8000000
1287,3,Ready to move,800,6800000
1288,4,Ready to move,2200,21800000
1289,3,Ready to move,1800,20500000
1290,3,Ready to move,1800,20500000
1291,4,Ready to move,2400,21000000
1292,3,Ready to move,1800,22000000
1293,3,Ready to move,1700,14500000
1294,4,Ready to move,2200,17500000
1295,3,Ready to move,1700,15000000
1296,4,Ready to move,2400,24000000
1297,3,Ready to move,810,3750000
1298,3,Ready to move,810,3350000
1299,4,Ready to move,2400,20500000
1300,2,Ready to move,630,3400000
1301,4,Ready to move,2400,21000000
1302,4,Ready to move,2400,24000000
1303,3,Ready to move,1750,18000000
1304,3,Ready to move,1700,17700000
1305,3,Ready to move,1370,15900000
1306,3,Ready to move,1750,18000000
1307,2,Ready to move,1200,10500000
1308,3,Ready to move,1700,16000000
1309,3,Ready to move,1700,18000000
1310,3,Ready to move,1700,17500000
1311,3,Ready to move,1600,14500000
1312,3,Ready to move,1750,20000000
1313,3,Ready to move,1700,17600000
1314,3,Ready to move,1700,15800000
1315,3,Ready to move,1821,15100000
1316,3,Ready to move,1750,17500000
1317,4,Ready to move,2400,33000000
1318,3,Ready to move,900,5231000
1319,3,Ready to move,800,4600000
1320,2,Ready to move,540,2800000
1321,3,Ready to move,800,6800000
1322,4,Ready to move,2520,42500000
1323,3,Ready to move,1800,25000000
1324,2,Ready to move,750,10000000
1325,2,Ready to move,520,2300000
1326,3,Ready to move,750,3525000
1327,3,Ready to move,802,3550000
1328,4,Ready to move,2400,22500000
1329,4,Ready to move,2600,23500000
1330,3,Ready to move,1700,15800000
1331,3,Ready to move,1700,15500000
1332,3,Ready to move,1750,21000000
1333,4,Ready to move,2400,23000000
1334,3,Ready to move,1750,20000000
1335,3,Ready to move,1700,18200000
1336,2,Ready to move,1200,14000000
1337,3,Ready to move,1800,19000000
1338,3,Ready to move,1750,21500000
1339,3,Ready to move,1700,19000000
1340,4,Ready to move,2400,27500000
1341,3,Ready to move,1700,18800000
1342,4,Ready to move,2400,23500000
1343,4,Ready to move,2400,20800000
1344,Residential Plot,Resale,900,6500000
1345,4,Ready to move,2000,24500000
1346,2,Ready to move,520,5000000
1347,Residential Plot,Resale,1890,50000000
1348,Residential Plot,Resale,2500,72000000
1349,Residential Plot,Resale,2228,67000000
1350,Residential Plot,Resale,3400,210000000
1351,Residential Plot,Resale,1500,55000000
1352,Residential Plot,Resale,720,28000000
1353,Residential Plot,Resale,2500,70000000
1354,Residential Plot,Resale,1350,45000000
1355,Residential Plot,Resale,2250,110000000
1356,Residential Plot,Resale,1350,52500000
1357,2,Ready to move,1238,13799999
1358,3,Ready to move,1750,18800000
1359,3,Ready to move,1700,16500000
1360,4,Ready to move,2400,21000000
1361,2,Ready to move,500,2300000
1362,2,Ready to move,540,2490000
1363,2,Ready to move,525,2421000
1364,2,Ready to move,500,2000000
1365,2,Ready to move,540,2540000
1366,2,Ready to move,560,2275000
1367,2,Ready to move,550,2400000
1368,3,Ready to move,800,3500000
1369,2,Ready to move,560,2550000
1370,2,Ready to move,550,2150000
1371,2,Ready to move,510,2050000
1372,3,Ready to move,750,3460000
1373,1,Ready to move,450,1600000
1374,1,Ready to move,400,1500000
1375,3,Ready to move,775,3450000
1376,2,Ready to move,540,2100000
1377,2,Ready to move,600,2850000
1378,2,Ready to move,550,2300000
1379,2,Ready to move,530,2150000
